rk,pos,name,age,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,season,bats
4,SS,Rich Aurilia,27,152,614,558,68,157,23,1,22,80,2,3,43,71,0.281,0.336,0.444,0.78,101.0,248,16,5,3,5,3,1999,Right
5,3B,Bill Mueller,28,116,492,414,61,120,24,0,2,36,4,2,65,52,0.29,0.388,0.362,0.751,97.0,150,11,3,8,2,1,1999,Both
6,LF,Barry Bonds,34,102,434,355,91,93,20,2,34,83,15,2,73,62,0.262,0.389,0.617,1.006,156.0,219,6,3,0,3,9,1999,Left
7,CF,Marvin Benard,28,149,625,562,100,163,36,5,16,64,27,14,55,97,0.29,0.359,0.457,0.816,111.0,257,5,6,1,1,2,1999,Left
8,RF,Ellis Burks,34,120,469,390,73,110,19,0,31,96,7,5,69,86,0.282,0.394,0.569,0.964,147.0,222,11,6,0,4,2,1999,Right
9,OF,Stan Javier,35,112,371,333,49,92,15,1,3,30,13,6,29,55,0.276,0.335,0.354,0.69,80.0,118,4,1,7,1,4,1999,Both
10,CF,F.P. Santangelo,31,113,326,254,49,66,17,3,3,26,12,4,53,54,0.26,0.406,0.386,0.792,108.0,98,1,11,5,2,0,1999,Both
11,3B,Charlie Hayes,34,95,301,264,33,54,9,1,6,48,3,1,33,41,0.205,0.292,0.314,0.607,58.0,83,8,1,0,3,0,1999,Right
12,C,Scott Servais,32,69,217,198,21,54,10,0,5,21,0,0,13,31,0.273,0.327,0.399,0.726,88.0,79,7,3,3,0,2,1999,Right
13,RF,Armando Ríos,27,72,177,150,32,49,9,0,7,29,7,4,24,35,0.327,0.42,0.527,0.947,145.0,79,3,1,1,1,1,1999,Left
14,2B,Ramón Martínez,26,61,165,144,21,38,6,0,5,19,1,2,14,17,0.264,0.327,0.41,0.737,90.0,59,2,0,6,1,0,1999,Right
15,C,Doug Mirabelli,28,33,98,87,10,22,6,0,1,10,0,0,9,25,0.253,0.327,0.356,0.683,78.0,31,1,1,0,1,1,1999,Right
16,MI,Wilson Delgado,26,35,78,71,7,18,2,1,0,3,1,0,5,9,0.254,0.312,0.31,0.622,63.0,22,2,1,1,0,0,1999,Both
17,OF,Calvin Murray,27,15,21,19,1,5,2,0,0,5,1,0,2,4,0.263,0.333,0.368,0.702,83.0,7,0,0,0,0,0,1999,Right
18,2B,Jay Canizaro,25,12,19,18,5,8,2,0,1,9,1,0,1,2,0.444,0.474,0.722,1.196,205.0,13,0,0,0,0,0,1999,Right
19,3B,Edwards Guzmán,22,14,16,15,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,1999,Left
20,P,Russ Ortiz,25,31,81,71,7,14,2,0,1,8,0,0,3,17,0.197,0.23,0.268,0.497,29.0,19,1,0,7,0,0,1999,Right
21,P,Shawn Estes,26,40,75,61,8,10,4,0,0,5,0,1,3,21,0.164,0.215,0.23,0.445,16.0,14,0,1,10,0,0,1999,Right
22,P,Kirk Rueter,28,31,70,58,6,9,2,0,0,5,0,0,3,6,0.155,0.194,0.19,0.383,0.0,11,3,0,8,1,0,1999,Left
23,P,Mark Gardner,37,27,48,39,2,4,0,0,1,3,0,0,3,15,0.103,0.167,0.179,0.346,-10.0,7,3,0,6,0,0,1999,Right
24,P,Chris Brock,29,18,42,35,4,7,0,0,0,4,0,0,3,8,0.2,0.263,0.2,0.463,23.0,7,0,0,4,0,0,1999,Right
25,P,Joe Nathan,24,19,35,28,1,5,1,0,0,1,0,0,2,6,0.179,0.233,0.214,0.448,18.0,6,0,0,5,0,0,1999,Right
26,P,Liván Hernández,24,11,26,18,1,4,0,0,0,1,0,0,1,5,0.222,0.3,0.222,0.522,39.0,4,0,1,6,0,0,1999,Right
27,P,Félix Rodríguez,26,44,8,6,3,2,1,0,1,3,0,0,0,1,0.333,0.429,1.0,1.429,257.0,6,0,1,1,0,0,1999,Right
28,P,Julián Tavárez,26,43,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,5.0,1,0,0,0,0,0,1999,Left
29,P,Miguel Del Toro,27,14,5,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,1,0,1,0,0,1999,Right
30,P,Rich Rodriguez,36,59,2,1,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,423.0,1,0,0,1,0,0,1999,Left
31,P,Bronswell Patrick,28,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1999,Right
32,P,Jerry Spradlin,32,55,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1999,Both
33,P,John Johnstone,30,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1999,Right
34,P,Robb Nen,29,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1999,Right
35,P,Alan Embree,29,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1999,Left
1,C,Bobby Estalella,25,106,361,299,45,70,22,3,14,53,3,0,57,92,0.234,0.357,0.468,0.826,113.0,140,4,2,0,3,9,2000,Right
2,1B,J.T. Snow,32,155,627,536,82,152,33,2,19,96,1,3,66,129,0.284,0.365,0.459,0.824,113.0,246,20,11,0,14,6,2000,Left
3,2B,Jeff Kent,32,159,695,587,114,196,41,7,33,125,12,9,90,107,0.334,0.424,0.596,1.021,162.0,350,17,9,0,9,6,2000,Right
4,SS,Rich Aurilia,28,141,571,509,67,138,24,2,20,79,1,2,54,90,0.271,0.339,0.444,0.783,102.0,226,15,0,4,4,2,2000,Right
5,3B,Bill Mueller,29,153,631,560,97,150,29,4,10,55,4,2,52,62,0.268,0.333,0.388,0.721,87.0,217,16,6,7,6,0,2000,Both
6,LF,Barry Bonds,35,143,607,480,129,147,28,4,49,106,11,3,117,77,0.306,0.44,0.688,1.127,188.0,330,6,3,0,7,22,2000,Left
7,CF,Marvin Benard,29,149,633,560,102,147,27,6,12,55,22,7,63,97,0.263,0.342,0.396,0.739,92.0,222,4,6,2,2,0,2000,Left
8,RF,Ellis Burks,35,122,458,393,74,135,21,5,24,96,5,1,56,49,0.344,0.419,0.606,1.025,163.0,238,10,1,0,8,5,2000,Right
9,C,Doug Mirabelli,29,82,273,230,23,53,10,2,6,28,1,0,36,57,0.23,0.337,0.37,0.707,84.0,85,6,2,3,2,2,2000,Right
10,RF,Armando Ríos,28,115,269,233,38,62,15,5,10,50,3,2,31,43,0.266,0.347,0.502,0.849,118.0,117,9,0,1,4,4,2000,Left
11,CF,Calvin Murray,28,108,229,194,35,47,12,1,2,22,9,3,29,33,0.242,0.348,0.345,0.693,82.0,67,0,3,2,1,0,2000,Right
12,MI,Ramón Martínez,27,88,210,189,30,57,13,2,6,25,3,2,15,22,0.302,0.354,0.487,0.841,117.0,92,6,1,4,1,1,2000,Right
13,3B,Russ Davis,30,80,192,180,27,47,5,0,9,24,0,3,9,29,0.261,0.302,0.439,0.741,90.0,79,1,2,0,1,0,2000,Right
14,UT,Felipe Crespo,27,89,150,131,17,38,6,1,4,29,3,2,10,23,0.29,0.351,0.443,0.794,106.0,58,3,4,2,3,2,2000,Both
15,OF,Terrell Lowery,29,24,42,34,13,15,4,0,1,5,1,0,7,8,0.441,0.548,0.647,1.195,210.0,22,1,1,0,0,0,2000,Right
16,2B,Juan Melo,23,11,13,13,0,1,0,0,0,1,0,0,0,5,0.077,0.077,0.077,0.154,-60.0,1,0,0,0,0,0,2000,Both
17,1B,Damon Minor,26,10,11,9,3,4,0,0,3,6,0,0,2,1,0.444,0.545,1.444,1.99,394.0,13,0,0,0,0,0,2000,Left
18,C,Scott Servais,33,7,10,8,1,2,0,0,0,0,0,0,2,1,0.25,0.4,0.25,0.65,75.0,2,0,0,0,0,1,2000,Right
19,3B,Pedro Feliz,25,8,7,7,1,2,0,0,0,0,0,0,0,1,0.286,0.286,0.286,0.571,50.0,2,0,0,0,0,0,2000,Right
20,P,Liván Hernández,25,33,99,89,6,21,3,0,1,9,0,0,1,14,0.236,0.244,0.303,0.548,42.0,27,4,0,9,0,0,2000,Right
21,P,Shawn Estes,27,31,81,68,4,14,4,0,1,10,0,0,2,28,0.206,0.229,0.309,0.537,39.0,21,2,0,11,0,0,2000,Right
22,P,Russ Ortiz,26,31,75,61,7,12,2,0,0,5,0,0,8,16,0.197,0.29,0.23,0.519,38.0,14,2,0,6,0,0,2000,Right
23,P,Kirk Rueter,29,33,71,60,5,12,3,0,0,5,0,0,1,11,0.2,0.213,0.25,0.463,20.0,15,2,0,10,0,0,2000,Left
24,P,Mark Gardner,38,30,50,43,1,5,0,0,0,0,0,0,0,22,0.116,0.116,0.116,0.233,-39.0,5,0,0,7,0,0,2000,Right
25,P,Joe Nathan,25,19,38,32,3,5,2,0,2,3,0,0,1,9,0.156,0.176,0.406,0.583,46.0,13,1,0,4,1,0,2000,Right
26,P,Aaron Fultz,26,54,7,6,0,2,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,75.0,2,2,0,1,0,0,2000,Left
27,P,Félix Rodríguez,27,72,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2000,Right
28,P,John Johnstone,31,44,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2000,Right
29,P,Miguel Del Toro,28,9,2,2,1,1,0,0,0,2,0,0,0,0,0.5,0.5,0.5,1.0,162.0,1,0,0,0,0,0,2000,Right
30,P,Ben Weber,30,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Right
31,P,Doug Henry,36,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Right
32,P,Robb Nen,30,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Right
33,P,Alan Embree,30,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Left
34,P,Chad Zerbe,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Left
35,P,Ryan Vogelsong,22,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Right
36,P,Scott Linebrink,23,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2000,Right
1,C,Benito Santiago,36,133,515,477,39,125,25,4,6,45,5,4,23,78,0.262,0.295,0.369,0.664,76.0,176,19,2,7,6,0,2001,Right
2,1B,J.T. Snow,33,101,348,285,43,70,12,1,8,34,0,0,55,81,0.246,0.371,0.379,0.75,101.0,108,2,4,0,4,10,2001,Left
3,2B,Jeff Kent,33,159,696,607,84,181,49,6,22,106,7,6,65,96,0.298,0.369,0.507,0.877,131.0,308,11,11,0,13,4,2001,Right
4,SS,Rich Aurilia,29,156,689,636,114,206,37,5,37,97,1,3,47,83,0.324,0.369,0.572,0.941,146.0,364,14,0,3,3,2,2001,Right
5,3B,Ramón Martínez,28,128,446,391,48,99,18,3,5,37,1,2,38,52,0.253,0.323,0.353,0.676,81.0,138,11,5,6,6,6,2001,Right
6,LF,Barry Bonds,36,153,664,476,129,156,32,2,73,137,13,3,177,93,0.328,0.515,0.863,1.379,259.0,411,5,9,0,2,35,2001,Left
7,CF,Calvin Murray,29,106,364,326,54,80,14,2,6,25,8,8,32,57,0.245,0.319,0.356,0.674,80.0,116,5,3,3,0,0,2001,Right
8,RF,Armando Ríos,29,93,353,316,38,82,17,3,14,49,3,2,34,73,0.259,0.33,0.465,0.795,109.0,147,2,0,1,2,6,2001,Left
9,CF,Marvin Benard,30,129,429,392,70,104,19,2,15,44,10,5,29,66,0.265,0.32,0.439,0.759,100.0,172,3,4,1,3,2,2001,Left
10,3B,Pedro Feliz,26,94,238,220,23,50,9,1,7,22,2,1,10,50,0.227,0.264,0.373,0.637,67.0,82,5,2,3,3,2,2001,Right
11,OF,Shawon Dunston,38,88,193,186,26,52,10,3,9,25,3,1,2,32,0.28,0.293,0.511,0.804,109.0,95,2,2,2,1,0,2001,Right
12,3B,Russ Davis,31,53,189,167,16,43,13,1,7,17,1,0,17,49,0.257,0.326,0.473,0.799,110.0,79,5,1,2,2,2,2001,Right
13,1B,Andrés Galarraga,40,49,174,156,17,45,12,1,7,35,0,3,13,49,0.288,0.351,0.513,0.863,127.0,80,3,3,0,2,1,2001,Right
14,RF,Eric Davis,39,74,171,156,17,32,7,3,4,22,1,1,13,38,0.205,0.269,0.365,0.634,67.0,57,4,1,0,1,0,2001,Right
15,RF,John Vander Wal,35,49,167,139,19,35,6,1,3,20,1,2,26,38,0.252,0.37,0.374,0.744,100.0,52,3,0,2,0,3,2001,Left
16,C,Edwards Guzmán,24,61,121,115,8,28,6,0,3,7,0,0,5,16,0.243,0.273,0.374,0.647,70.0,43,2,0,0,1,2,2001,Left
17,C,Bobby Estalella,26,29,105,93,11,19,5,1,3,10,0,0,11,28,0.204,0.295,0.376,0.672,78.0,35,2,1,0,0,2,2001,Right
18,IF,Felipe Crespo,28,40,78,66,8,13,1,0,4,10,1,1,7,26,0.197,0.286,0.394,0.68,79.0,26,2,2,1,2,1,2001,Both
19,1B,Damon Minor,27,19,48,45,3,7,1,0,0,3,0,0,3,8,0.156,0.208,0.178,0.386,5.0,8,1,0,0,0,1,2001,Left
20,OF,Jalal Leach,32,8,12,10,0,1,0,0,0,1,0,0,2,3,0.1,0.25,0.1,0.35,-1.0,1,0,0,0,0,0,2001,Left
21,SS,Cody Ransom,25,9,7,7,1,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2001,Right
22,OF,Dante Powell,27,13,6,6,5,2,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,79.0,2,0,0,0,0,0,2001,Right
23,C,Yorvit Torrealba,22,3,4,4,0,2,0,1,0,2,0,0,0,0,0.5,0.5,1.0,1.5,286.0,4,0,0,0,0,0,2001,Right
24,P,Liván Hernández,26,33,85,81,7,24,4,0,1,8,0,0,0,4,0.296,0.296,0.383,0.679,80.0,31,4,0,4,0,0,2001,Right
25,P,Russ Ortiz,27,32,81,67,6,13,6,0,0,6,0,0,5,19,0.194,0.247,0.284,0.53,41.0,19,1,0,8,1,0,2001,Right
26,P,Kirk Rueter,30,34,74,58,5,10,0,0,0,5,0,0,5,5,0.172,0.234,0.172,0.407,11.0,10,0,0,10,1,0,2001,Left
27,P,Shawn Estes,28,25,52,42,2,3,0,0,0,1,0,0,3,11,0.071,0.13,0.071,0.202,-44.0,3,1,0,6,1,0,2001,Right
28,P,Jason Schmidt,28,11,28,26,3,4,0,0,1,3,0,0,1,12,0.154,0.185,0.269,0.454,19.0,7,0,0,1,0,0,2001,Right
29,P,Mark Gardner,39,22,26,21,1,0,0,0,0,1,0,0,1,8,0.0,0.045,0.0,0.045,-86.0,0,0,0,4,0,0,2001,Right
30,P,Ryan Jensen,25,9,13,12,0,2,0,0,0,2,0,0,1,3,0.167,0.231,0.167,0.397,9.0,2,0,0,0,0,0,2001,Right
31,P,Chad Zerbe,29,26,11,9,1,2,0,0,0,1,0,0,0,1,0.222,0.222,0.222,0.444,19.0,2,1,0,2,0,0,2001,Left
32,P,Ryan Vogelsong,23,11,8,8,0,1,1,0,0,0,0,0,0,2,0.125,0.125,0.25,0.375,-3.0,2,0,0,0,0,0,2001,Right
33,P,Aaron Fultz,27,62,5,5,1,2,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,115.0,2,0,0,0,0,0,2001,Left
34,P,Tim Worrell,33,72,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,2001,Right
35,P,Brian Boehringer,32,25,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2001,Both
36,P,Robb Nen,31,75,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2001,Right
37,P,Alan Embree,31,22,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2001,Left
38,P,Wayne Gomes,28,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2001,Right
39,P,Félix Rodríguez,28,77,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2001,Right
40,P,Kurt Ainsworth,22,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2001,Right
41,P,Jason Christiansen,31,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2001,Right
1,C,Benito Santiago,37,126,517,478,56,133,24,5,16,74,4,2,27,73,0.278,0.315,0.45,0.765,103.0,215,19,2,3,7,8,2002,Right
2,1B,J.T. Snow,34,143,494,422,47,104,26,2,6,53,0,0,59,90,0.246,0.344,0.36,0.704,90.0,152,11,7,0,6,5,2002,Left
3,2B,Jeff Kent,34,152,682,623,102,195,42,2,37,108,5,1,52,101,0.313,0.368,0.565,0.933,147.0,352,20,4,0,3,3,2002,Right
4,SS,Rich Aurilia,30,133,589,538,76,138,35,2,15,61,1,2,37,90,0.257,0.305,0.413,0.718,92.0,222,15,4,3,7,0,2002,Right
5,3B,David Bell,29,154,628,552,82,144,29,2,20,73,1,2,54,80,0.261,0.333,0.429,0.762,104.0,237,18,9,6,7,2,2002,Right
6,LF,Barry Bonds,37,143,612,403,117,149,31,2,46,110,9,2,198,47,0.37,0.582,0.799,1.381,268.0,322,4,9,0,2,68,2002,Left
7,CF,Tsuyoshi Shinjo,30,118,398,362,42,86,15,3,9,37,5,0,24,46,0.238,0.294,0.37,0.664,78.0,134,5,6,3,3,2,2002,Right
8,RF,Reggie Sanders,34,140,571,505,75,126,23,6,23,85,18,6,47,121,0.25,0.324,0.455,0.779,107.0,230,10,12,0,7,3,2002,Right
9,CF,Kenny Lofton,35,46,205,180,30,48,10,3,3,9,7,3,23,22,0.267,0.353,0.406,0.758,104.0,73,1,1,1,0,0,2002,Left
10,1B,Damon Minor,28,83,201,173,21,41,6,0,10,24,0,0,24,34,0.237,0.333,0.445,0.778,108.0,77,8,2,0,2,6,2002,Left
11,SS,Ramón Martínez,29,72,200,181,26,49,10,2,4,25,2,0,14,26,0.271,0.335,0.414,0.749,101.0,75,1,4,0,1,2,2002,Right
12,OF,Tom Goodwin,33,78,171,154,23,40,5,2,1,17,16,2,14,25,0.26,0.321,0.338,0.659,78.0,52,3,0,3,0,0,2002,Left
13,C,Yorvit Torrealba,23,53,155,136,17,38,10,0,2,14,0,0,14,20,0.279,0.355,0.397,0.752,103.0,54,11,2,3,0,2,2002,Right
14,3B,Pedro Feliz,27,67,153,146,14,37,4,1,2,13,0,0,6,27,0.253,0.281,0.336,0.617,66.0,49,2,0,0,1,1,2002,Right
15,OF,Shawon Dunston,39,72,153,147,7,34,5,0,1,9,1,0,3,33,0.231,0.25,0.286,0.536,44.0,42,0,1,1,1,0,2002,Right
16,OF,Marvin Benard,31,65,131,123,16,34,9,2,1,13,5,1,7,26,0.276,0.321,0.407,0.727,95.0,50,3,1,0,0,0,2002,Left
17,3B,Bill Mueller,31,8,14,13,0,2,0,0,0,1,0,0,1,1,0.154,0.214,0.154,0.368,2.0,2,1,0,0,0,0,2002,Both
18,OF,Calvin Murray,30,11,13,12,0,0,0,0,0,0,0,0,1,2,0.0,0.077,0.0,0.077,-77.0,0,0,0,0,0,0,2002,Right
19,RF,Tony Torcato,22,5,11,11,0,3,1,0,0,0,0,0,0,2,0.273,0.273,0.364,0.636,70.0,4,0,0,0,0,0,2002,Left
20,SS,Cody Ransom,26,7,4,3,2,2,0,0,0,1,0,0,1,1,0.667,0.75,0.667,1.417,287.0,2,0,0,0,0,1,2002,Right
21,C,Trey Lunsford,23,3,3,3,0,2,1,0,0,1,0,0,0,1,0.667,0.667,1.0,1.667,342.0,3,0,0,0,0,0,2002,Right
22,P,Russ Ortiz,28,31,84,69,11,17,5,0,2,9,0,0,6,17,0.246,0.299,0.406,0.704,88.0,28,1,0,7,2,0,2002,Right
23,P,Kirk Rueter,31,34,79,62,3,11,0,0,0,3,0,0,2,11,0.177,0.197,0.177,0.374,2.0,11,0,0,13,2,0,2002,Left
24,P,Liván Hernández,27,33,75,64,6,15,4,1,0,6,0,0,0,9,0.234,0.231,0.328,0.559,49.0,21,3,0,10,1,0,2002,Right
25,P,Ryan Jensen,26,31,66,56,5,6,2,0,0,2,0,0,0,18,0.107,0.123,0.143,0.266,-29.0,8,0,1,9,0,0,2002,Right
26,P,Jason Schmidt,29,27,62,56,3,7,2,0,0,2,0,0,2,28,0.125,0.155,0.161,0.316,-15.0,9,0,0,4,0,0,2002,Right
27,P,Kurt Ainsworth,23,6,7,6,1,1,1,0,0,0,0,0,0,1,0.167,0.167,0.333,0.5,31.0,2,0,0,1,0,0,2002,Right
28,P,Chad Zerbe,30,47,7,6,0,1,0,0,0,1,0,0,0,2,0.167,0.167,0.167,0.333,-10.0,1,0,0,1,0,0,2002,Left
29,P,Jay Witasick,29,42,5,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2002,Right
30,P,Tim Worrell,34,77,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2002,Right
31,P,Robb Nen,32,64,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,171.0,1,0,0,0,0,0,2002,Right
32,P,Aaron Fultz,28,42,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2002,Left
33,P,Manny Aybar,30,15,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2002,Right
34,P,Félix Rodríguez,29,66,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,442.0,1,0,0,0,0,0,2002,Right
35,P,Joe Nathan,27,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2002,Right
36,P,Troy Brohawn,29,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2002,Left
37,P,Scott Eyre,30,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2002,Left
38,P,Jason Christiansen,32,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2002,Right
1,C,Benito Santiago,38,108,434,401,53,112,21,2,11,56,0,1,29,69,0.279,0.329,0.424,0.753,96.0,170,13,2,0,2,0,2003,Right
2,1B,J.T. Snow,35,103,396,330,48,90,18,3,8,51,1,2,55,55,0.273,0.387,0.418,0.806,112.0,138,7,8,1,2,0,2003,Left
3,2B,Ray Durham,31,110,469,410,61,117,30,5,8,33,7,7,50,82,0.285,0.366,0.441,0.807,111.0,181,4,3,4,2,2,2003,Both
4,SS,Rich Aurilia,31,129,545,505,65,140,26,1,13,58,2,2,36,82,0.277,0.325,0.41,0.735,91.0,207,18,1,0,3,0,2003,Right
5,3B,Edgardo Alfonzo,29,142,586,514,56,133,25,2,13,81,5,2,58,41,0.259,0.334,0.391,0.726,90.0,201,14,4,3,7,4,2003,Right
6,LF,Barry Bonds,38,130,550,390,111,133,22,1,45,90,7,0,148,58,0.341,0.529,0.749,1.278,231.0,292,7,10,0,2,61,2003,Left
7,CF,Marquis Grissom,36,149,618,587,82,176,33,3,20,79,11,3,20,82,0.3,0.322,0.468,0.79,104.0,275,14,2,3,6,0,2003,Right
8,RF,José Cruz,29,158,650,539,90,135,26,1,20,68,5,8,102,121,0.25,0.366,0.414,0.779,104.0,223,14,0,2,7,6,2003,Both
9,MI,Neifi Pérez,30,120,353,328,27,84,19,4,1,31,3,2,14,23,0.256,0.285,0.348,0.632,65.0,114,9,0,9,2,3,2003,Both
10,1B,Andrés Galarraga,42,110,293,272,36,82,15,0,12,42,1,3,19,61,0.301,0.352,0.489,0.841,118.0,133,9,2,0,0,1,2003,Right
11,3B,Pedro Feliz,28,95,249,235,31,58,9,3,16,48,2,2,10,53,0.247,0.278,0.515,0.793,102.0,121,7,1,1,2,0,2003,Right
12,C,Yorvit Torrealba,24,66,221,200,22,52,10,2,4,29,1,0,14,39,0.26,0.312,0.39,0.702,83.0,78,3,2,3,2,1,2003,Right
13,OF,Jeffrey Hammonds,32,36,108,94,20,26,10,0,3,10,1,0,13,21,0.277,0.37,0.479,0.849,121.0,45,1,1,0,0,0,2003,Right
14,2B,Eric Young Sr.,36,26,82,71,9,14,2,0,0,3,3,5,9,10,0.197,0.293,0.225,0.518,39.0,16,3,1,0,1,0,2003,Right
15,OF,Marvin Benard,32,46,77,71,5,14,3,1,0,4,1,0,4,9,0.197,0.237,0.268,0.504,32.0,19,3,0,1,1,0,2003,Left
16,OF,Rubén Rivera,29,31,55,50,6,9,2,0,2,4,1,0,5,14,0.18,0.255,0.34,0.595,54.0,17,0,0,0,0,1,2003,Right
17,OF,Todd Linden,23,18,39,38,2,8,1,0,1,6,0,0,1,8,0.211,0.231,0.316,0.547,42.0,12,2,0,0,0,0,2003,Both
18,SS,Cody Ransom,27,20,28,27,7,6,1,0,1,1,0,0,1,11,0.222,0.25,0.37,0.62,60.0,10,0,0,0,0,0,2003,Right
19,OF,Tony Torcato,23,14,18,16,0,3,1,0,0,1,0,0,0,4,0.188,0.235,0.25,0.485,28.0,4,0,1,1,0,0,2003,Left
20,C,Alberto Castillo,33,11,15,15,2,3,1,0,1,4,0,0,0,5,0.2,0.2,0.467,0.667,68.0,7,0,0,0,0,0,2003,Right
21,UT,Francisco Santos,29,8,15,15,2,3,2,0,1,1,0,0,0,3,0.2,0.2,0.533,0.733,83.0,8,0,0,0,0,0,2003,Left
22,OF,Jason Ellison,25,7,10,10,1,1,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,-47.0,1,0,0,0,0,0,2003,Right
23,OF,Carlos Valderrama,25,7,7,7,0,1,0,0,0,0,1,0,0,3,0.143,0.143,0.143,0.286,-25.0,1,0,0,0,0,0,2003,Right
24,1B,Lance Niekro,24,5,5,5,2,1,1,0,0,2,0,0,0,1,0.2,0.2,0.4,0.6,52.0,2,0,0,0,0,0,2003,Right
25,C,Trey Lunsford,24,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2003,Right
26,P,Jason Schmidt,30,28,78,61,2,4,0,0,0,0,0,0,2,30,0.066,0.095,0.066,0.161,-57.0,4,0,0,15,0,0,2003,Right
27,P,Kirk Rueter,32,26,61,53,5,7,0,0,0,3,1,0,2,8,0.132,0.164,0.132,0.296,-21.0,7,0,0,6,0,0,2003,Left
28,P,Jerome Williams,21,18,43,37,1,4,1,0,0,1,0,0,0,19,0.108,0.108,0.135,0.243,-37.0,5,0,0,6,0,0,2003,Right
29,P,Jesse Foppert,22,21,38,37,3,3,1,1,0,1,0,0,0,19,0.081,0.105,0.162,0.267,-31.0,6,1,1,0,0,0,2003,Right
30,P,Damian Moss,26,19,37,29,1,7,0,0,0,1,0,0,1,12,0.241,0.267,0.241,0.508,35.0,7,0,0,7,0,0,2003,Right
31,P,Kurt Ainsworth,24,12,26,22,0,1,0,0,0,0,0,0,0,7,0.045,0.045,0.045,0.091,-76.0,1,0,0,4,0,0,2003,Right
